"REF_DATE","GEO","DGUID","Employment category","Air carrier levels","Employees and salary expenses","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","18047","","","","0"
"2015","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","6925","","","","0"
"2015","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","448789","","","","0"
"2015","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","6626","","","","0"
"2015","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","438928","","","","0"
"2015","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","299","","","","0"
"2015","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","9860","","","","0"
"2016","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100698","1.1.1.1","56464","","","","0"
"2016","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100699","1.1.1.2","4057485","","","","0"
"2016","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100670","1.1.2.1","52159","","","","0"
"2016","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100671","1.1.2.2","3774060","","","","0"
"2016","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100684","1.1.3.1","4305","","","","0"
"2016","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100685","1.1.3.2","283426","","","","0"
"2016","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100686","1.2.1.1","10485","","","","0"
"2016","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100687","1.2.1.2","1304671","","","","0"
"2016","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100658","1.2.2.1","8743","","","","0"
"2016","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100659","1.2.2.2","1183067","","","","0"
"2016","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100672","1.2.3.1","1742","","","","0"
"2016","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100673","1.2.3.2","121603","","","","0"
"2016","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100688","1.3.1.1","13499","","","","0"
"2016","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100689","1.3.1.2","677410","","","","0"
"2016","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100660","1.3.2.1","13241","","","","0"
"2016","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100661","1.3.2.2","667372","","","","0"
"2016","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100674","1.3.3.1","258","","","","0"
"2016","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100675","1.3.3.2","10038","","","","0"
"2016","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100690","1.4.1.1","3174","","","","0"
"2016","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100691","1.4.1.2","303145","","","","0"
"2016","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100662","1.4.2.1","2513","","","","0"
"2016","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100663","1.4.2.2","250612","","","","0"
"2016","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100676","1.4.3.1","661","","","","0"
"2016","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100677","1.4.3.2","52533","","","","0"
"2016","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100692","1.5.1.1","12351","","","","0"
"2016","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100693","1.5.1.2","765650","","","","0"
"2016","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100664","1.5.2.1","11313","","","","0"
"2016","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100665","1.5.2.2","691534","","","","0"
"2016","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100678","1.5.3.1","1038","","","","0"
"2016","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100679","1.5.3.2","74116","","","","0"
"2016","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100694","1.6.1.1","9928","","","","0"
"2016","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100695","1.6.1.2","443528","","","","0"
"2016","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100666","1.6.2.1","9627","","","","0"
"2016","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100667","1.6.2.2","433442","","","","0"
"2016","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100680","1.6.3.1","301","","","","0"
"2016","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","10086","","","","0"
"2016","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","7026","","","","0"
"2016","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","563082","","","","0"
"2016","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","6722","","","","0"
"2016","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","548032","","","","0"
"2016","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","304","","","","0"
"2016","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","15049","","","","0"
"2017","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100698","1.1.1.1","61519","","","","0"
"2017","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100699","1.1.1.2","4307025","","","","0"
"2017","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100670","1.1.2.1","56736","","","","0"
"2017","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100671","1.1.2.2","3989717","","","","0"
"2017","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100684","1.1.3.1","4783","","","","0"
"2017","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100685","1.1.3.2","317308","","","","0"
"2017","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100686","1.2.1.1","11315","","","","0"
"2017","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100687","1.2.1.2","1382663","","","","0"
"2017","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100658","1.2.2.1","9427","","","","0"
"2017","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100659","1.2.2.2","1244524","","","","0"
"2017","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100672","1.2.3.1","1888","","","","0"
"2017","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100673","1.2.3.2","138138","","","","0"
"2017","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100688","1.3.1.1","14543","","","","0"
"2017","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100689","1.3.1.2","732245","","","","0"
"2017","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100660","1.3.2.1","14198","","","","0"
"2017","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100661","1.3.2.2","717213","","","","0"
"2017","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100674","1.3.3.1","345","","","","0"
"2017","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100675","1.3.3.2","15032","","","","0"
"2017","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100690","1.4.1.1","3188","","","","0"
"2017","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100691","1.4.1.2","319890","","","","0"
"2017","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100662","1.4.2.1","2427","","","","0"
"2017","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100663","1.4.2.2","261763","","","","0"
"2017","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100676","1.4.3.1","761","","","","0"
"2017","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100677","1.4.3.2","58126","","","","0"
"2017","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100692","1.5.1.1","12989","","","","0"
"2017","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100693","1.5.1.2","801956","","","","0"
"2017","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100664","1.5.2.1","11885","","","","0"
"2017","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100665","1.5.2.2","723884","","","","0"
"2017","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100678","1.5.3.1","1104","","","","0"
"2017","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100679","1.5.3.2","78073","","","","0"
"2017","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100694","1.6.1.1","11549","","","","0"
"2017","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100695","1.6.1.2","467030","","","","0"
"2017","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100666","1.6.2.1","11216","","","","0"
"2017","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100667","1.6.2.2","455486","","","","0"
"2017","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100680","1.6.3.1","333","","","","0"
"2017","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","11545","","","","0"
"2017","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","7935","","","","0"
"2017","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","603242","","","","0"
"2017","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","7583","","","","0"
"2017","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","586847","","","","0"
"2017","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","352","","","","0"
"2017","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","16394","","","","0"
"2018","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100698","1.1.1.1","66270","","","","0"
"2018","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100699","1.1.1.2","4799185","","","","0"
"2018","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100670","1.1.2.1","61147","","","","0"
"2018","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100671","1.1.2.2","4435319","","","","0"
"2018","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100684","1.1.3.1","5123","","","","0"
"2018","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100685","1.1.3.2","363867","","","","0"
"2018","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100686","1.2.1.1","12163","","","","0"
"2018","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100687","1.2.1.2","1536323","","","","0"
"2018","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100658","1.2.2.1","10081","","","","0"
"2018","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100659","1.2.2.2","1378499","","","","0"
"2018","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100672","1.2.3.1","2082","","","","0"
"2018","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100673","1.2.3.2","157824","","","","0"
"2018","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100688","1.3.1.1","15659","","","","0"
"2018","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100689","1.3.1.2","814702","","","","0"
"2018","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100660","1.3.2.1","15275","","","","0"
"2018","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100661","1.3.2.2","789816","","","","0"
"2018","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100674","1.3.3.1","384","","","","0"
"2018","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100675","1.3.3.2","24886","","","","0"
"2018","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100690","1.4.1.1","3245","","","","0"
"2018","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100691","1.4.1.2","361495","","","","0"
"2018","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100662","1.4.2.1","2349","","","","0"
"2018","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100663","1.4.2.2","289570","","","","0"
"2018","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100676","1.4.3.1","896","","","","0"
"2018","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100677","1.4.3.2","71925","","","","0"
"2018","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100692","1.5.1.1","14051","","","","0"
"2018","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100693","1.5.1.2","871985","","","","0"
"2018","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100664","1.5.2.1","13041","","","","0"
"2018","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100665","1.5.2.2","795279","","","","0"
"2018","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100678","1.5.3.1","1010","","","","0"
"2018","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100679","1.5.3.2","76706","","","","0"
"2018","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100694","1.6.1.1","12464","","","","0"
"2018","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100695","1.6.1.2","526547","","","","0"
"2018","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100666","1.6.2.1","11903","","","","0"
"2018","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100667","1.6.2.2","505808","","","","0"
"2018","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100680","1.6.3.1","561","","","","0"
"2018","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","20739","","","","0"
"2018","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","8688","","","","0"
"2018","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","688134","","","","0"
"2018","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","8498","","","","0"
"2018","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","676346","","","","0"
"2018","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","190","","","","0"
"2018","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","11787","","","","0"
"2019","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100698","1.1.1.1","70317","","","","0"
"2019","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100699","1.1.1.2","5121654","","","","0"
"2019","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100670","1.1.2.1","64782","","","","0"
"2019","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100671","1.1.2.2","4726271","","","","0"
"2019","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100684","1.1.3.1","5535","","","","0"
"2019","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100685","1.1.3.2","395383","","","","0"
"2019","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100686","1.2.1.1","12628","","","","0"
"2019","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100687","1.2.1.2","1653343","","","","0"
"2019","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100658","1.2.2.1","10444","","","","0"
"2019","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100659","1.2.2.2","1485177","","","","0"
"2019","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100672","1.2.3.1","2184","","","","0"
"2019","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100673","1.2.3.2","168166","","","","0"
"2019","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100688","1.3.1.1","16165","","","","0"
"2019","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100689","1.3.1.2","821146","","","","0"
"2019","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100660","1.3.2.1","15887","","","","0"
"2019","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100661","1.3.2.2","802623","","","","0"
"2019","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100674","1.3.3.1","278","","","","0"
"2019","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100675","1.3.3.2","18522","","","","0"
"2019","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100690","1.4.1.1","3270","","","","0"
"2019","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100691","1.4.1.2","409143","","","","0"
"2019","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100662","1.4.2.1","2474","","","","0"
"2019","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100663","1.4.2.2","336954","","","","0"
"2019","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100676","1.4.3.1","796","","","","0"
"2019","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100677","1.4.3.2","72189","","","","0"
"2019","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100692","1.5.1.1","14844","","","","0"
"2019","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100693","1.5.1.2","938604","","","","0"
"2019","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100664","1.5.2.1","13567","","","","0"
"2019","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100665","1.5.2.2","844452","","","","0"
"2019","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100678","1.5.3.1","1277","","","","0"
"2019","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100679","1.5.3.2","94151","","","","0"
"2019","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100694","1.6.1.1","13203","","","","0"
"2019","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100695","1.6.1.2","554238","","","","0"
"2019","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100666","1.6.2.1","12615","","","","0"
