"REF_DATE","GEO","DGUID","Type of service","Air carrier levels","Operating statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","22838","","","","0"
"2014","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","168591","","","","0"
"2014","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","506","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","67955","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","485657","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","160309182","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","16030918","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","2092172","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","18123090","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","2374","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","67428","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","471272","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","160039921","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","16003992","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","2082050","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","18086042","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","2257","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","527","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","14385","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","269261","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","26926","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","10122","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","37048","","","","0"
"2014","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","118","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","4282","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","251107","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","6395232","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","639523","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","283912","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","923435","","","","0"
"2014","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","547","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","2670","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","218776","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","5206959","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","520696","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","271196","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","791892","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","159","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","1612","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","32332","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","1188272","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","118827","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","12716","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","131543","","","","0"
"2014","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","388","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","93","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","76216","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","696491","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","175656714","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","17565671","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","2283767","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","19849438","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","3136","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","25","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","74202","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","656346","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","174382717","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","17438272","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","2261838","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","19700110","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","2659","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","68","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","2014","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","40145","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","1273997","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","127400","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","21929","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","149329","","","","0"
"2015","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","478","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","73209","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","528151","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","172651105","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","17265111","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","2080945","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","19346056","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","2659","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","72779","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","518010","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","172414031","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","17241403","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","2071278","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","19312681","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","2551","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","430","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","10141","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","237075","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","23707","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","9667","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","33375","","","","0"
"2015","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","108","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","3007","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","168341","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","3005608","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","300561","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","202822","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","503383","","","","0"
"2015","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","477","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","1423","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","138337","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1968686","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","196869","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","190560","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","387429","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","108","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","1584","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","30004","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","1036922","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","103692","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","12262","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","115954","","","","0"
"2015","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","370","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","98","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","81872","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","757945","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","192644285","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","19264428","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","2546341","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","21810769","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","3320","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","26","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","80553","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","724846","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","191921390","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","19192139","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","2529553","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","21721692","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","2966","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","72","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","1319","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","33099","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","722894","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","72289","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","16788","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","89077","","","","0"
"2016","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","355","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","79287","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","654248","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","190292399","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","19029240","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","2462515","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","21491755","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","2992","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","78935","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","640705","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","190202418","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","19020242","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","2450709","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","21470951","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","2838","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","352","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","13543","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","89981","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","8998","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","11807","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","20805","","","","0"
"2016","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","154","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","2585","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","103697","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","2351886","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","235189","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","83825","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","319014","","","","0"
"2016","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","328","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","1618","","","","0"
