"REF_DATE","GEO","DGUID","Type of service","Air carrier levels","Operating statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","514914","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","51491","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","35080","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","86572","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","411","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","91265","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","861331","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","230912155","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","23091215","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","3118566","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","26209781","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","2919","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","90652","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","819727","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","230794224","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","23079422","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","3090786","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","26170209","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","2773","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","613","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","41604","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","117931","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","11793","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","27779","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","39573","","","","0"
"2019","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","146","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","2867","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","117149","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","2305632","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","230563","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","137980","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","368543","","","","0"
"2019","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","392","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","2250","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","99954","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1908648","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","190865","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","130679","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","321544","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","127","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","617","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","17195","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","396983","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","39698","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","7301","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","46999","","","","0"
"2019","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","265","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","98","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","28055","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","931969","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","62623743","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","6262374","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","2516595","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","8778969","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","1466","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","25","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","27343","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","872063","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","62377034","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","6237703","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","2484229","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","8721932","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","1151","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","73","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","712","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","59907","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","246709","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","24671","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","32366","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","57037","","","","0"
"2020","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","314","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","26171","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","718267","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","61082807","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","6108281","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","1761982","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","7870263","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","1098","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","25880","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","672268","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","61026597","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","6102660","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","1735146","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","7837806","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","1004","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","290","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","45999","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","56210","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","5621","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","26836","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","32457","","","","0"
"2020","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","94","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","1884","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","213702","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","1540936","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","154094","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","754613","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","908707","","","","0"
"2020","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","367","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","1462","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","199795","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1350438","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","135044","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","749082","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","884126","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","147","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","422","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","13908","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","190499","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","19050","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","5531","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","24581","","","","0"
"2020","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","220","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","97","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","26002","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","1154737","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","52363940","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","5236394","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","3298483","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","8534877","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","1490","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","24","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","25121","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","1062841","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","52045637","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","5204564","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","3252409","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","8456973","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","1100","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","73","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","881","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","91896","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","318303","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","31830","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","46074","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","77904","","","","0"
"2021","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","390","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","23979","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","707914","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","50705665","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","","x","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","","x","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","6804712","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","998","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","23650","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","642530","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","50623224","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","","x","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","","x","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","6760824","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","905","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","330","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","65384","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","82441","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","8244","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","35644","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","43888","","","","0"
"2021","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","93","","","","0"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","2022","","","","0"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","446822","","","","0"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","1658275","","","","0"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","","x","","","0"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","","x","","","0"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","1730165","","","","0"
