"REF_DATE","GEO","DGUID","Type of fuel","Air carrier levels","Fuel consumption","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100711","1.4.3.2","1105","","","","0"
"2020","Canada","2016A000011124","Total, fuel and oil consumption","Total, Canadian air carriers, Levels I to III","Consumption quantity","Litres","203","thousands","3","v1038100718","1.1.1.1","3536453","","","","0"
"2020","Canada","2016A000011124","Total, fuel and oil consumption","Total, Canadian air carriers, Levels I to III","Consumption expenses","Dollars","81","thousands","3","v1038100719","1.1.1.2","2380421","","","","0"
"2020","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Levels I and II","Consumption quantity","Litres","203","thousands","3","v1038100704","1.1.2.1","3381969","","","","0"
"2020","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Levels I and II","Consumption expenses","Dollars","81","thousands","3","v1038100705","1.1.2.2","2201988","","","","0"
"2020","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100712","1.1.3.1","154484","","","","0"
"2020","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100713","1.1.3.2","178433","","","","0"
"2020","Canada","2016A000011124","Turbo fuel","Total, Canadian air carriers, Levels I to III","Consumption quantity","Litres","203","thousands","3","v1038100714","1.2.1.1","3525301","","","","0"
"2020","Canada","2016A000011124","Turbo fuel","Total, Canadian air carriers, Levels I to III","Consumption expenses","Dollars","81","thousands","3","v1038100715","1.2.1.2","2363773","","","","0"
"2020","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Levels I and II","Consumption quantity","Litres","203","thousands","3","v1038100700","1.2.2.1","3375365","","","","0"
"2020","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Levels I and II","Consumption expenses","Dollars","81","thousands","3","v1038100701","1.2.2.2","2197014","","","","0"
"2020","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100706","1.2.3.1","149936","","","","0"
"2020","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100707","1.2.3.2","166759","","","","0"
"2020","Canada","2016A000011124","Gasoline","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100708","1.3.3.1","3760","","","","0"
"2020","Canada","2016A000011124","Gasoline","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100709","1.3.3.2","6422","","","","0"
"2020","Canada","2016A000011124","All other fuel and oil","Total, Canadian air carriers, Levels I to III","Consumption quantity","Litres","203","thousands","3","v1038100716","1.4.1.1","11953","","","","0"
"2020","Canada","2016A000011124","All other fuel and oil","Total, Canadian air carriers, Levels I to III","Consumption expenses","Dollars","81","thousands","3","v1038100717","1.4.1.2","17465","","","","0"
"2020","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Levels I and II","Consumption quantity","Litres","203","thousands","3","v1038100702","1.4.2.1","6604","","","","0"
"2020","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Levels I and II","Consumption expenses","Dollars","81","thousands","3","v1038100703","1.4.2.2","4974","","","","0"
"2020","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100710","1.4.3.1","788","","","","0"
"2020","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100711","1.4.3.2","5252","","","","0"
"2021","Canada","2016A000011124","Total, fuel and oil consumption","Total, Canadian air carriers, Levels I to III","Consumption quantity","Litres","203","thousands","3","v1038100718","1.1.1.1","3536348","","","","0"
"2021","Canada","2016A000011124","Total, fuel and oil consumption","Total, Canadian air carriers, Levels I to III","Consumption expenses","Dollars","81","thousands","3","v1038100719","1.1.1.2","2783046","","","","0"
"2021","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Levels I and II","Consumption quantity","Litres","203","thousands","3","v1038100704","1.1.2.1","3312416","","","","0"
"2021","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Levels I and II","Consumption expenses","Dollars","81","thousands","3","v1038100705","1.1.2.2","2520016","","","","0"
"2021","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100712","1.1.3.1","223933","","","","0"
"2021","Canada","2016A000011124","Total, fuel and oil consumption","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100713","1.1.3.2","263029","","","","0"
"2021","Canada","2016A000011124","Turbo fuel","Total, Canadian air carriers, Levels I to III","Consumption quantity","Litres","203","thousands","3","v1038100714","1.2.1.1","3519752","","","","0"
"2021","Canada","2016A000011124","Turbo fuel","Total, Canadian air carriers, Levels I to III","Consumption expenses","Dollars","81","thousands","3","v1038100715","1.2.1.2","2764484","","","","0"
"2021","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Levels I and II","Consumption quantity","Litres","203","thousands","3","v1038100700","1.2.2.1","3304984","","","","0"
"2021","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Levels I and II","Consumption expenses","Dollars","81","thousands","3","v1038100701","1.2.2.2","2514121","","","","0"
"2021","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100706","1.2.3.1","214768","","","","0"
"2021","Canada","2016A000011124","Turbo fuel","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100707","1.2.3.2","250363","","","","0"
"2021","Canada","2016A000011124","Gasoline","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100708","1.3.3.1","6335","","","","0"
"2021","Canada","2016A000011124","Gasoline","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100709","1.3.3.2","9538","","","","0"
"2021","Canada","2016A000011124","All other fuel and oil","Total, Canadian air carriers, Levels I to III","Consumption quantity","Litres","203","thousands","3","v1038100716","1.4.1.1","16596","","","","0"
"2021","Canada","2016A000011124","All other fuel and oil","Total, Canadian air carriers, Levels I to III","Consumption expenses","Dollars","81","thousands","3","v1038100717","1.4.1.2","18865","","","","0"
"2021","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Levels I and II","Consumption quantity","Litres","203","thousands","3","v1038100702","1.4.2.1","7432","","","","0"
"2021","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Levels I and II","Consumption expenses","Dollars","81","thousands","3","v1038100703","1.4.2.2","6198","","","","0"
"2021","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Level III","Consumption quantity","Litres","203","thousands","3","v1038100710","1.4.3.1","2830","","","","0"
"2021","Canada","2016A000011124","All other fuel and oil","Canadian air carriers, Level III","Consumption expenses","Dollars","81","thousands","3","v1038100711","1.4.3.2","3129","","","","0"
